DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,PRESC,PRIM,SEC,FORM_PRO,ADULTE,TYPE_ORGNS,RESEAU,SITE_WEB,CD_ORGNS_RESP,NOM_ORGNS_RESP,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,TYPE_CS,NO_TEL
,761083,École secondaire Jean-Grou,École secondaire Jean-Grou,"12725, boulevard Rodolphe-Forget",,66023,Montréal,V,H1E6P6,0,0,1,0,0,École,Public,https://jeangrou.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.580865,45.651393,Secondaire,Franco,514 881-7100
,761087,École secondaire La Passerelle,École secondaire La Passerelle,"12165, boulevard Saint-Jean-Baptiste",,66023,Montréal,V,H1C1S4,0,0,1,0,0,École,Public,https://lapasserelle.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.540834,45.662928,Secondaire,Franco,514 881-4690
,761088,École secondaire La Relance,École secondaire La Relance,"10339, avenue du Parc-Georges",,66023,Montréal,V,H1H4Y4,0,0,1,0,0,École,Public,https://centre-ferland.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.640447,45.582054,Secondaire,Franco,514 354-0287
,761089,École Amos,École secondaire Amos,10748 boulevard Saint-Vital,,66023,Montréal,V,H1H4T3,0,0,1,0,0,École,Public,https://ecole-amos.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.642712,45.586154,Secondaire,Franco,514 328-3272
,761090,École secondaire Calixa-Lavallée,École secondaire Calixa-Lavallée,"11411, avenue Pelletier",,66023,Montréal,V,H1H3S3,0,0,1,0,0,École,Public,https://calixalavallee.cspi.qc.ca,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.637853,45.597352,Secondaire,Franco,514 328-3250
,761091,École secondaire aux Mille-Voix,École secondaire aux Mille-Voix,12001 boulevard Albert-Hudon,,66023,Montréal,V,H1G3K3,0,0,1,0,0,École,Public,,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.612144,45.619563,Secondaire,Franco,514 642-9520
,761092,École secondaire Henri-Bourassa,École secondaire Henri-Bourassa,"6051, boulevard Maurice-Duplessis",,66023,Montréal,V,H1G1Y6,0,0,1,0,0,École,Public,https://henribourassa.csspi.ca,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.622089,45.61428,Secondaire,Franco,514 328-3200
,761370,CEA Daniel-Johnson,Centre d'éducation aux adultes Daniel-Johnson,"1100, boulevard du Tricentenaire",,66023,Montréal,V,H1B3A8,0,0,0,0,1,Centre éducation aux adultes,Public,https://centredj.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.496005,45.650282,Éducation aux adultes,Franco,514 642-0245
,761371,CEA Paul-Gratton,Centre d'éducation aux adultes Paul-Gratton,"11865, rue Demontigny",,66023,Montréal,V,H1B1P2,0,0,0,0,1,Centre éducation aux adultes,Public,https://cpg.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.506909,45.64045,Éducation aux adultes,Franco,514 645-4538
,761375,CEA Antoine-de-Saint-Exupéry,Centre d'éducation aux adultes Antoine-de-Saint-Exupéry,"8585, rue du Pré-Laurin",,66023,Montréal,V,H1R3P3,0,0,0,0,1,Centre éducation aux adultes,Public,https://st-ex.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.600797,45.583336,Éducation aux adultes,Franco,514 325-0201
,761378,CEA Anjou,Centre d'éducation aux adultes Anjou,"5515, avenue de l'Aréna",,66023,Montréal,V,H1K4C9,0,0,0,0,1,Centre éducation aux adultes,Public,https://centre-anjou.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.541673,45.60205,Éducation aux adultes,Franco,514 354-0120
,761379,CENTRE DU TRAIT-D'UNION,CENTRE DU TRAIT-D'UNION,11880 Notre-Dame-Est,,66023,Montréal,V,H1B2X5,0,0,0,0,1,Centre éducation aux adultes,Public,,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.490737,45.638019,Éducation aux adultes,Franco,514 642-9520
,761389,CEA Amos,Centre d'éducation aux adultes Amos,10748 boulevard Saint-Vital,,66023,Montréal,V,H1H4T3,0,0,0,0,1,Centre éducation aux adultes,Public,https://ecole-amos.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.642712,45.586154,Éducation aux adultes,Franco,514 328-3272
,761390,CEA Calixa-Lavallée,Centre d'éducation aux adultes Calixa-Lavallée,"4555, rue d'Amos",,66023,Montréal,V,H1H1P9,0,0,0,0,1,Centre éducation aux adultes,Public,https://cfp-calixa-lavallee.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.636378,45.59695,Éducation aux adultes,Franco,514 955-4555
,761395,CEA Louis-Fréchette,Centre d'éducation aux adultes Louis-Fréchette,"5009, Ave. des Ardennes",,66023,Montréal,V,H1G2H7,0,0,0,0,1,Centre éducation aux adultes,Public,https://centre-louis-frechette.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.6334,45.60427,Éducation aux adultes,Franco,514 328-3588
,761396,Centre de formation à distance,Centre régional de formation à distance du Grand-Montréal,"5055, boulevard Métropolitain est",,66023,Montréal,V,H1R1Z7,0,0,0,0,1,Centre éducation aux adultes,Public,https://formation-distance.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.591928,45.580061,Éducation aux adultes,Franco,514 353-3355
,761399,CEA Ferland,Centre d'éducation aux adultes Ferland,"10339, avenue Parc-Georges",,66023,Montréal,V,H1H4Y4,0,0,0,0,1,Centre éducation aux adultes,Public,https://centre-ferland.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.640447,45.582054,Éducation aux adultes,Franco,514 323-3155
,761470,CFP Daniel-Johnson,Centre de formation professionnelle Daniel-Johnson,"1100, boulevard du Tricentenaire",,66023,Montréal,V,H1B3A8,0,0,0,1,0,Centre de formation professionnelle,Public,https://centredj.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.496005,45.650281,Formation professionnelle,Franco,514 642-0245
,761475,CFP Antoine-de-Saint-Exupéry,Centre de formation professionnelle Antoine-de-Saint-Exupéry,"8585, rue du Pré-Laurin",,66023,Montréal,V,H1R3P3,0,0,0,1,0,Centre de formation professionnelle,Public,https://st-ex.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.600797,45.583336,Formation professionnelle,Franco,514 325-0201
,761477,Centre de formation Métiers de l'Acier,Centre de formation des Métiers de l'Acier,"9200, rue de l'Innovation",,66023,Montréal,V,H1J2X9,0,0,0,1,0,Centre de formation professionnelle,Public,https://cfma.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.562436,45.62024,Formation professionnelle,Franco,514 353-0801
,761478,CFP Anjou,Centre de formation professionnelle Anjou,"5515, avenue de l'Aréna",,66023,Montréal,V,H1K4C9,0,0,0,1,0,Centre de formation professionnelle,Public,https://centre-anjou.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.541673,45.60205,Formation professionnelle,Franco,514 354-0120
,761490,CFP Calixa-Lavallée,Centre de formation professionnelle Calixa-Lavallée,"4555, rue d'Amos",,66023,Montréal,V,H1H1P9,0,0,0,1,0,Centre de formation professionnelle,Public,https://cfp-calixa-lavallee.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.636378,45.59695,Formation professionnelle,Franco,514 955-4555
,761496,Centre de formation à distance,Centre régional de formation à distance du Grand-Montréal,"5055, boulevard Métropolitain est",,66023,Montréal,V,H1R1Z7,0,0,0,1,0,Centre de formation professionnelle,Public,https://formation-distance.csspi.ca/,761000,Centre de services scolaire de la Pointe-de-l'Île,-73.591928,45.580061,Formation professionnelle,Franco,514 353-3355
,762001,École Philippe-Labarre,École Philippe-Labarre,"3125, avenue Fletcher",,66023,Montréal,V,H1L4E2,1,1,0,0,0,École,Public,https://philippe-labarre.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.523155,45.610519,Préscolaire - Primaire,Franco,514 596-4920
,762002,École Armand-Lavergne,École Armand-Lavergne,"2600, avenue Fletcher",,66023,Montréal,V,H1L4C5,1,1,0,0,0,École,Public,https://armand-lavergne.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.517469,45.60873,Préscolaire - Primaire,Franco,514 596-5115
,762003,École Saint-Justin,École Saint-Justin,"5005, rue Mousseau",,66023,Montréal,V,H1K2V8,1,1,0,0,0,École,Public,https://st-justin.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.532635,45.606432,Préscolaire - Primaire,Franco,514 596-5040
,762005,École La Vérendrye,École La Vérendrye,"3055, rue Mousseau",,66023,Montréal,V,H1L4W1,1,1,0,0,0,École,Public,https://la-verendrye.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.526198,45.604526,Préscolaire - Primaire,Franco,514 596-4845
,762009,École Sainte-Claire,École Sainte-Claire,"8500, rue Sainte-Claire",,66023,Montréal,V,H1L1X7,1,1,0,0,0,École,Public,https://ste-claire.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.52485,45.600063,Préscolaire - Primaire,Franco,514 596-4944
,762010,École Sainte-Louise-de-Marillac,École Sainte-Louise-de-Marillac,"8100, rue de Marseille",,66023,Montréal,V,H1L1P3,1,1,0,0,0,École,Public,https://ste-louise-de-marillac.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.529309,45.596823,Préscolaire - Primaire,Franco,514 596-5044
,762012,École Saint-François-d'Assise,École Saint-François-d'Assise,"2150, rue Liébert",,66023,Montréal,V,H1L5R1,1,1,0,0,0,École,Public,https://st-francois-dassise.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.518567,45.593819,Préscolaire - Primaire,Franco,514 596-5032
,762013,École Boucher-De La Bruère,École Boucher-De La Bruère,"7760, rue La Fontaine",,66023,Montréal,V,H1L3H2,1,1,0,0,0,École,Public,https://boucher-delabruere.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.513347,45.588094,Préscolaire - Primaire,Franco,514 596-4889
,762014,École Saint-Donat,École Saint-Donat,"3155, rue Desautels",,66023,Montréal,V,H1N3B8,1,1,0,0,0,École,Public,https://st-donat.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.539426,45.5837,Préscolaire - Primaire,Franco,514 596-5037
,762015,École Saint-Fabien,École Saint-Fabien,"6500, avenue De Renty",,66023,Montréal,V,H1M1M4,1,1,0,0,0,École,Public,https://st-fabien.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.550177,45.58321,Préscolaire - Primaire,Franco,514 596-4883
,762017,École Louis-Dupire,École Louis-Dupire,"6400, avenue Pierre-De Coubertin",,66023,Montréal,V,H1N1S4,1,1,0,0,0,École,Public,https://louis-dupire.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.535617,45.577763,Préscolaire - Primaire,Franco,514 596-5136
,762019,École Guillaume-Couture,École Guillaume-Couture,"6300, avenue Albani",,66023,Montréal,V,H1M2R8,1,1,0,0,0,École,Public,https://guillaume-couture.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.560433,45.583409,Préscolaire - Primaire,Franco,514 596-4871
,762022,École Notre-Dame-des-Victoires,École Notre-Dame-des-Victoires,"2720, rue Bossuet",,66023,Montréal,V,H1N2S6,1,1,0,0,0,École,Public,https://notre-dame-des-victoires.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.540189,45.573802,Préscolaire - Primaire,Franco,514 596-5111
,762023,École Alphonse-Desjardins,École Alphonse-Desjardins,"6600, rue Lemay",,66023,Montréal,V,H1T2L7,1,1,0,0,0,École,Public,https://alphonse-desjardins.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.57011,45.577368,Préscolaire - Primaire,Franco,514 596-4868
,762024,École Notre-Dame-du-Foyer,École Notre-Dame-du-Foyer,"5955, 41e Avenue",,66023,Montréal,V,H1T2T7,1,1,0,0,0,École,Public,https://notre-dame-du-foyer.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.565069,45.572395,Préscolaire - Primaire,Franco,514 596-5133
,762025,École Saint-Clément,École Saint-Clément,"4770, rue La Fontaine",,66023,Montréal,V,H1V1R3,1,1,0,0,0,École,Public,https://st-clement.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.533938,45.556455,Préscolaire - Primaire,Franco,514 596-5080
,762028,École Maisonneuve,École Maisonneuve,1680 avenue Morgan,,66023,Montréal,V,H1V2P9,1,1,0,0,0,École,Public,https://maisonneuve.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.536484,45.552135,Préscolaire - Primaire,Franco,514 596-5442
,762029,École des Monarques,École des Monarques,"6455, 27e Avenue",,66023,Montréal,V,H1T3J8,1,1,0,0,0,École,Public,https://des-monarques.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.575809,45.565415,Préscolaire - Primaire,Franco,514 596-5055
,762032,École Saint-Jean-Baptiste-de-la-Salle,École Saint-Jean-Baptiste-de-la-Salle,"2355, boulevard Pie-IX",,66023,Montréal,V,H1V2E6,1,1,0,0,0,École,Public,https://st-jean-baptiste-de-la-salle.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.546324,45.552143,Préscolaire - Primaire,Franco,514 596-5130
,762033,École Saint-Nom-de-Jésus,École Saint-Nom-de-Jésus,"4131, rue Adam",,66023,Montréal,V,H1V1S8,1,1,0,0,0,École,Public,https://st-nom-de-jesus.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.537271,45.54931,Préscolaire - Primaire,Franco,514 596-4929
,762034,École Bienville,École Bienville,"9275, 25e Avenue",,66023,Montréal,V,H1Z4E2,1,1,0,0,0,École,Public,https://bienville.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.622568,45.583353,Préscolaire - Primaire,Franco,514 596-5181
,762035,École Sainte-Jeanne-d'Arc,École Sainte-Jeanne-d'Arc,"3700, rue Sherbrooke Est",,66023,Montréal,V,H1X1Z8,1,1,0,0,0,École,Public,https://ste-jeanne-darc.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.554424,45.549194,Préscolaire - Primaire,Franco,514 596-4848
,762036,École Saint-Noël-Chabanel,"École Saint-Noël-Chabanel, pavillon des Bâtisseurs","8801, 25e Avenue",,66023,Montréal,V,H1Z4B4,1,1,0,0,0,École,Public,https://st-noel-chabanel.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.613307,45.579088,Préscolaire - Primaire,Franco,514 596-5494
,762039,École Léonard-De Vinci,École Léonard-De Vinci,"7575, 19e Avenue",,66023,Montréal,V,H2A2M2,1,1,0,0,0,École,Public,https://leonard-de-vinci.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.599256,45.567421,Préscolaire - Primaire,Franco,514 596-4924
,762040,École Saint-Albert-le-Grand,École Saint-Albert-le-Grand,"5050, 18e Avenue",,66023,Montréal,V,H1X2N9,1,1,0,0,0,École,Public,https://st-albert-le-grand.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.56579,45.554245,Préscolaire - Primaire,Franco,514 596-4008
,762041,École Baril,École Baril,"3603, rue Adam",,66023,Montréal,V,H1W1Z1,1,1,0,0,0,École,Public,https://baril.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.541319,45.544233,Préscolaire - Primaire,Franco,514 596-5070
,762043,École Sainte-Bernadette-Soubirous,École Sainte-Bernadette-Soubirous,"6855, 16e Avenue",,66023,Montréal,V,H1X2T5,1,1,0,0,0,École,Public,https://ste-bernadette-soubirous.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.588803,45.560492,Préscolaire - Primaire,Franco,514 596-4166
,762044,École Saint-François-Solano,École Saint-François-Solano,"3580, rue Dandurand",,66023,Montréal,V,H1X1N6,1,1,0,0,0,École,Public,https://st-francois-solano.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.573463,45.554924,Préscolaire - Primaire,Franco,514 596-4966
,762045,École Sainte-Bibiane,École Sainte-Bibiane,"5755, 13e Avenue",,66023,Montréal,V,H1X2Y3,1,1,0,0,0,École,Public,https://ste-bibiane.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.577471,45.554031,Préscolaire - Primaire,Franco,514 596-4861
,762046,École Rose-des-Vents,École Rose-des-Vents,"3000, rue Beaubien Est ",,66023,Montréal,V,H1Y1H2,1,1,0,0,0,École,Public,https://rose-des-vents.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.587523,45.552503,Préscolaire - Primaire,Franco,514 596-6900
,762048,École Saint-Émile,École Saint-Émile,"5937, 9e Avenue",,66023,Montréal,V,H1Y2K4,1,1,0,0,0,École,Public,https://st-emile.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.582464,45.552632,Préscolaire - Primaire,Franco,514 596-5050
,762049,École Notre-Dame-de-l'Assomption,École Notre-Dame-de-l'Assomption,"2430, rue Darling",,66023,Montréal,V,H1W2X1,1,1,0,0,0,École,Public,https://notre-dame-de-lassomption.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.552204,45.543805,Préscolaire - Primaire,Franco,514 596-5046
,762051,École Saint-Antoine-Marie-Claret,École Saint-Antoine-Marie-Claret,"10600, avenue Larose",,66023,Montréal,V,H2B2Z3,1,1,0,0,0,École,Public,https://st-antoine-marie-claret.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.649713,45.579622,Préscolaire - Primaire,Franco,514 596-5435
,762053,École Atelier,École Atelier,"10055, rue Jean-Jacques-Gagnier",,66023,Montréal,V,H2B2Z7,1,1,0,0,0,École,Public,https://atelier.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.641071,45.577482,Préscolaire - Primaire,Franco,514 596-5570
,762054,École Sainte-Lucie,École Sainte-Lucie,"8901, boulevard St-Michel",,66023,Montréal,V,H1Z3G3,1,1,0,0,0,École,Public,https://ste-lucie.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.625356,45.570971,Préscolaire - Primaire,Franco,514 596-5550
,762055,École Montcalm,École Montcalm,"8800, 12e Avenue",,66023,Montréal,V,H1Z3J3,1,1,0,0,0,École,Public,https://montcalm.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.622462,45.569909,Préscolaire - Primaire,Franco,514 596-5330
,762056,École Sans-Frontières,École Sans-Frontières,"5937, 9e Avenue",,66023,Montréal,V,H1Y2K4,1,1,0,0,0,École,Public,https://sans-frontieres.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.582464,45.552632,Préscolaire - Primaire,Franco,514 596-5546
,762058,École Saint-Jean-de-la-Lande,École Saint-Jean-de-la-Lande,"3120, avenue Laurier Est",,66023,Montréal,V,H1Y1Z6,1,1,0,0,0,École,Public,https://st-jean-de-la-lande.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.570137,45.548123,Préscolaire - Primaire,Franco,514 596-5007
,762059,"Ecole Marie-Rivier, pavillon Louvain","École Marie-Rivier, pavillon Louvain","9200, 8e Avenue",,66023,Montréal,V,H1Z2Y5,1,1,0,0,0,École,Public,https://marie-rivier.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.631279,45.570718,Préscolaire - Primaire,Franco,514 596-5340
,762061,École Saint-Bernardin,École Saint-Bernardin,"2950, rue Jarry Est",,66023,Montréal,V,H1Z2C8,1,1,0,0,0,École,Public,https://st-bernardin.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.610825,45.561319,Préscolaire - Primaire,Franco,514 596-5020
,762063,École Saint-Mathieu,École Saint-Mathieu,"7230, 8e Avenue",,66023,Montréal,V,H2A3C7,1,1,0,0,0,École,Public,https://st-mathieu.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.600415,45.556964,Préscolaire - Primaire,Franco,514 596-5120
,762064,École Saint-Jean-de-Brébeuf,École Saint-Jean-de-Brébeuf,"2870, rue Dandurand",,66023,Montréal,V,H1Y1T5,1,1,0,0,0,École,Public,https://st-jean-de-brebeuf.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.577527,45.548605,Préscolaire - Primaire,Franco,514 596-5122
,762065,École Saint-Marc,École Saint-Marc,"6365, 1ère Avenue",,66023,Montréal,V,H1Y3A9,1,1,0,0,0,École,Public,https://st-marc.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.588595,45.549982,Préscolaire - Primaire,Franco,514 596-5022
,762068,École Saint-Anselme,École Saint-Anselme,"2743, rue de Rouen",,66023,Montréal,V,H2K1N2,1,1,0,0,0,École,Public,https://st-anselme.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.555014,45.536326,Préscolaire - Primaire,Franco,514 596-5820
,762069,École Saints-Martyrs-Canadiens,École Saints-Martyrs-Canadiens,"9920, rue Parthenais",,66023,Montréal,V,H2B2L4,1,1,0,0,0,École,Public,https://sts-martyrs-canadiens.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.645883,45.570368,Préscolaire - Primaire,Franco,514 596-5560
,762070,École Jean-Paul-Riopelle,École Jean-Paul-Riopelle,"2430, terrasse Mercure",,66023,Montréal,V,H2H1P2,1,1,0,0,0,École,Public,https://jean-paul-riopelle.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.564796,45.536141,Préscolaire - Primaire,Franco,514 596-5880
,762071,École Saint-Barthélemy,"École Saint-Barthélemy, pavillon des Érables","7081, avenue des Érables",,66023,Montréal,V,H2E2R1,1,1,0,0,0,École,Public,https://st-barthelemy.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.602671,45.55033,Préscolaire - Primaire,Franco,514 596-4877
,762074,École Jean-Baptiste-Meilleur,École Jean-Baptiste-Meilleur,"2237, rue Fullum",,66023,Montréal,V,H2K3P1,1,1,0,0,0,École,Public,https://jean-baptiste-meilleur.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.557801,45.53233,Préscolaire - Primaire,Franco,514 596-5830
,762075,École La Visitation,École La Visitation,"10591, rue Séguin",,66023,Montréal,V,H2B2B8,1,1,0,0,0,École,Public,https://la-visitation.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.656358,45.570859,Préscolaire - Primaire,Franco,514 596-5295
,762076,École Saint-Grégoire-le-Grand,École Saint-Grégoire-le-Grand,"7950, rue Cartier",,66023,Montréal,V,H2E2K2,1,1,0,0,0,École,Public,https://st-gregoire-le-grand.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.616827,45.552692,Préscolaire - Primaire,Franco,514 596-4916
,762077,École Madeleine-de-Verchères,École Madeleine-de-Verchères,"6017, rue Cartier",,66023,Montréal,V,H2G2V4,1,1,0,0,0,École,Public,https://madeleine-de-vercheres.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.592014,45.542124,Préscolaire - Primaire,Franco,514 596-4969
,762079,École Saint-Pierre-Claver,École Saint-Pierre-Claver,"2110, boulevard Saint-Joseph Est",,66023,Montréal,V,H2H1E7,1,1,0,0,0,École,Public,https://st-pierre-claver.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.576424,45.537465,Préscolaire - Primaire,Franco,514 596-5700
,762080,École Champlain,École Champlain,"2260, rue Logan",,66023,Montréal,V,H2K4K7,1,1,0,0,0,École,Public,https://champlain.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.5511,45.528052,Préscolaire - Primaire,Franco,514 596-5910
,762081,École Élan,École Élan,"3450, avenue De Lorimier",,66023,Montréal,V,H2K3X6,1,1,0,0,0,École,Public,https://elan.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.564099,45.530751,Préscolaire - Primaire,Franco,514 596-7299
,762082,École Saint-Isaac-Jogues,École Saint-Isaac-Jogues,"9355, avenue De Galinée",,66023,Montréal,V,H2M2A7,1,1,0,0,0,École,Public,https://st-isaac-jogues.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.642972,45.559411,Préscolaire - Primaire,Franco,514 596-5454
,762084,École Saint-Gabriel-Lalemant,École Saint-Gabriel-Lalemant,"7350, rue Garnier",,66023,Montréal,V,H2E2A3,1,1,0,0,0,École,Public,https://st-gabriel-lalemant.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.611578,45.547038,Préscolaire - Primaire,Franco,514 596-4994
,762085,École Garneau,École Garneau,"1808, avenue Papineau",,66023,Montréal,V,H2K4J1,1,1,0,0,0,École,Public,https://garneau.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.557629,45.524559,Préscolaire - Primaire,Franco,514 596-5808
,762086,École Saint-Ambroise,École Saint-Ambroise,"6555, rue De Normanville",,66023,Montréal,V,H2S2B8,1,1,0,0,0,École,Public,https://st-ambroise.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.601346,45.540262,Préscolaire - Primaire,Franco,514 596-4940
,762087,École Paul-Bruchési,École Paul-Bruchési,"1310, boulevard Saint-Joseph Est",,66023,Montréal,V,H2J1M2,1,1,0,0,0,École,Public,https://paul-bruchesi.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.581845,45.532153,Préscolaire - Primaire,Franco,514 596-5845
,762089,École Lanaudière,École Lanaudière,"4300, rue De Lanaudière",,66023,Montréal,V,H2J3N9,1,1,0,0,0,École,Public,https://lanaudiere.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.574505,45.528738,Préscolaire - Primaire,Franco,514 596-5835
,762090,École Le Plateau,École Le Plateau,"3700, avenue Calixa-Lavallée",,66023,Montréal,V,H2L3A8,0,1,0,0,0,École,Public,https://le-plateau.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.567746,45.52499,Primaire,Franco,514 596-5950
,762091,École Marguerite-Bourgeoys,École Marguerite-Bourgeoys,"2070, rue Plessis",,66023,Montréal,V,H2L2Y3,1,1,0,0,0,École,Public,https://marguerite-bourgeoys.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.562042,45.52368,Préscolaire - Primaire,Franco,514 596-5810
,762092,École Louis-Colin,École Louis-Colin,"10122, boulevard Olympia",,66023,Montréal,V,H2C2V9,1,1,0,0,0,École,Public,https://louis-colin.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.654838,45.560799,Préscolaire - Primaire,Franco,514 596-5320
,762094,École Marie-Favery,École Marie-Favery,"7750, avenue Christophe-Colomb",,66023,Montréal,V,H2R2S9,1,1,0,0,0,École,Public,https://marie-favery.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.620456,45.546069,Préscolaire - Primaire,Franco,514 596-4999
,762095,École Saint-Arsène,École Saint-Arsène,"6972, avenue Christophe-Colomb",,66023,Montréal,V,H2S2H5,1,1,0,0,0,École,Public,https://st-arsene.cssdm.gouv.qc.ca/,762000,Centre de services scolaire de Montréal,-73.610281,45.541366,Préscolaire - Primaire,Franco,514 596-5011
