DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,PRESC,PRIM,SEC,FORM_PRO,ADULTE,TYPE_ORGNS,RESEAU,SITE_WEB,CD_ORGNS_RESP,NOM_ORGNS_RESP,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,TYPE_CS,NO_TEL
,689007,École Harrington,École Harrington,"4, allée Mary-Morency",Harrington Harbour,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1N0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-harrington/,689000,Centre de services scolaire du Littoral,-59.480028,50.500143,Préscolaire - Primaire - Secondaire,Statut,418 795-3391
,689008,École Mecatina,École Mecatina,"2, rue du Cove Sud",La Tabatière,98014,Gros-Mécatina,M,G0G1T0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-mecatina/,689000,Centre de services scolaire du Littoral,-58.958308,50.829549,Préscolaire - Primaire - Secondaire,Statut,418 773-2500
,689009,École Kegaska,École Kegaska,"102, rue Jacques-Cartier",Kegaska,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1S0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-kegaska/,689000,Centre de services scolaire du Littoral,-61.272308,50.18925,Préscolaire - Primaire - Secondaire,Statut,418 726-3283
,689010,École Mountain Ridge,École Mountain Ridge,"503, boulevard Bonne-Espérance",Vieux-Fort,98010,Bonne-Espérance,M,G0G2G0,1,1,0,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-mountain-ridge/,689000,Centre de services scolaire du Littoral,-57.817515,51.425916,Préscolaire - Primaire,Statut,418 379-2297
,689012,École Saint-Augustine,École Saint-Augustine,"107, rue de la Brunante",,98012,Saint-Augustin,M,G0G2R0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-st-augustine/,689000,Centre de services scolaire du Littoral,-58.647792,51.226592,Préscolaire - Primaire - Secondaire,Statut,418 947-2312
,689014,École Saint-Paul,École Saint-Paul,"2, Baylis West",Rivière Saint-Paul,98010,Bonne-Espérance,M,G0G2P0,0,0,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-st-paul/,689000,Centre de services scolaire du Littoral,-57.70766,51.476938,Secondaire,Statut,418 379-2107
,689016,École Monseigneur-Scheffer,École Monseigneur-Scheffer,"20, rue Mgr-Scheffer",Lourdes-de-Blanc-Sablon,98005,Blanc-Sablon,M,G0G1W0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-mgr-scheffer/,689000,Centre de services scolaire du Littoral,-57.187178,51.414454,Préscolaire - Primaire - Secondaire,Statut,418 461-2030
,689017,École Saint-Joseph,École Saint-Joseph,"2, rue Savoy",Port-Menier,98020,L'Île-d'Anticosti,M,G0G2Y0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-st-joseph/,689000,Centre de services scolaire du Littoral,-64.350197,49.817583,Préscolaire - Primaire - Secondaire,Statut,418 535-0137
,689018,École Gabriel-Dionne,École Gabriel-Dionne,"261, avenue de l'Église",Tête-à-la-Baleine,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G2W0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-gabriel-dionne/,689000,Centre de services scolaire du Littoral,-59.323685,50.70155,Préscolaire - Primaire - Secondaire,Statut,418 242-2050
,689019,École Netagamiou,École Netagamiou,"61, chemin Netagamiou",Chevery,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1G0,1,1,1,0,0,École,Public,https://cssdulittoral.gouv.qc.ca/ecole/ecole-netagamiou/,689000,Centre de services scolaire du Littoral,-59.618839,50.467455,Préscolaire - Primaire - Secondaire,Statut,418 787-2201
,689304,CEA Marie-Sarah,Centre d'éducation des adultes Marie-Sarah,"24, chemin du Ruisseau",La Romaine,98804,La Romaine,R,G0G1M0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-60.67581,50.218032,Éducation aux adultes,Statut,418 229-2333
,689307,CEA Harrington,Centre d'éducation des adultes Harrington,"4, allée Mary-Morency",Harrington Harbour,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1N0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-59.480042,50.500152,Éducation aux adultes,Statut,418 461-3568
,689308,CEA Mecatina,Centre d'éducation des adultes Mecatina,"2, rue du Cove Sud",La Tabatière,98014,Gros-Mécatina,M,G0G1T0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-58.958308,50.829549,Éducation aux adultes,Statut,418 461-3568
,689309,CEA Kegaska,Centre d'éducation des adultes Kegaska,"102, rue Jacques-Cartier",Kegaska,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1S0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-61.272308,50.18925,Éducation aux adultes,Statut,418 461-3568
,689310,CEA Mountain Ridge,Centre d'éducation des adultes Mountain Ridge,"503, boulevard Bonne-Espérance",Vieux-Fort,98010,Bonne-Espérance,M,G0G2G0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-57.817515,51.425916,Éducation aux adultes,Statut,418 461-3568
,689311,CEA Saint-Bernard,Centre d'éducation des adultes Saint-Bernard,"16, rue du Cap",Lourdes-de-Blanc-Sablon,98005,Blanc-Sablon,M,G0G1W0,0,0,0,0,1,Centre éducation aux adultes,Public,https://cssdulittoral.gouv.qc.ca/ecole/centre-deducation-des-adultes/,689000,Centre de services scolaire du Littoral,-57.201969,51.412859,Éducation aux adultes,Statut,418 461-3568
,689312,CEA Saint-Augustine,Centre d'éducation des adultes Saint-Augustine,"107, rue de la Brunante",,98012,Saint-Augustin,M,G0G2R0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-58.647792,51.226592,Éducation aux adultes,Statut,418 461-3568
,689313,CEA Saint-Lawrence,Centre d'éducation des adultes Saint-Lawrence,"3, rue St-Lawrence",Mutton Bay,98014,Gros-Mécatina,M,G0G2C0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-59.026581,50.772271,Éducation aux adultes,Statut,418 461-3568
,689314,CEA Saint-Paul,Centre d'éducation des adultes Saint-Paul,"2, Baylis West",Rivière Saint-Paul,98010,Bonne-Espérance,M,G0G2P0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-57.70766,51.476938,Éducation aux adultes,Statut,418 461-3568
,689317,CEA Saint-Joseph,Centre d'éducation des adultes Saint-Joseph,"2, rue Savoy",Port-Menier,98020,L'Île-d'Anticosti,M,G0G2Y0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-64.350197,49.817583,Éducation aux adultes,Statut,418 461-3568
,689318,CEA Gabriel-Dionne,Centre d'éducation des adultes Gabriel-Dionne,"261, avenue de l'Église",Tête-à-la-Baleine,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G2W0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-59.323685,50.70155,Éducation aux adultes,Statut,418 461-3568
,689319,CEA Netagamiou,Centre d'éducation des adultes Netagamiou,"61, chemin Netagamiou",Chevery,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1G0,0,0,0,0,1,Centre éducation aux adultes,Public,,689000,Centre de services scolaire du Littoral,-59.618848,50.467455,Éducation aux adultes,Statut,418 461-3568
,689404,CFP Marie-Sarah,Centre de formation professionnelle Marie-Sarah,"24, chemin du Ruisseau",La Romaine,98804,La Romaine,R,G0G1M0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-60.67581,50.218032,Formation professionnelle,Statut,418 229-2333
,689407,CFP Harrington,Centre de formation professionnelle Harrington,"4, allée Mary-Morency",Harrington Harbour,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1N0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-59.480042,50.500152,Formation professionnelle,Statut,418 461-3568
,689408,CFP Mecatina,Centre de formation professionnelle Mecatina,"2, rue du Cove Sud",La Tabatière,98014,Gros-Mécatina,M,G0G1T0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-58.958308,50.829549,Formation professionnelle,Statut,418 461-3568
,689409,CFP Kegaska,Centre de formation professionnelle Kegaska,"102, rue Jacques-Cartier",Kegaska,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1S0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-61.272308,50.18925,Formation professionnelle,Statut,418 461-3568
,689410,CFP Mountain Ridge,Centre de formation professionnelle Mountain Ridge,"503, boulevard Bonne-Espérance",Vieux-Fort,98010,Bonne-Espérance,M,G0G2G0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-57.817515,51.425916,Formation professionnelle,Statut,418 461-3568
,689411,CFP Saint-Bernard,Centre de formation professionnelle Saint-Bernard,"16, rue du Cap",Lourdes-de-Blanc-Sablon,98005,Blanc-Sablon,M,G0G1W0,0,0,0,1,0,Centre de formation professionnelle,Public,https://cssdulittoral.gouv.qc.ca/ecole/centre-deducation-des-adultes/,689000,Centre de services scolaire du Littoral,-57.201969,51.412859,Formation professionnelle,Statut,418 461-3568
,689412,CFP Saint-Augustine,Centre de formation professionnelle Saint-Augustine,"107, rue de la Brunante",,98012,Saint-Augustin,M,G0G2R0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-58.647792,51.226592,Formation professionnelle,Statut,418 461-3568
,689413,CFP Saint-Lawrence,Centre de formation professionnelle Saint-Lawrence,"3, rue St-Lawrence",Mutton Bay,98014,Gros-Mécatina,M,G0G2C0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-59.026581,50.772271,Formation professionnelle,Statut,418 461-3568
,689414,CFP Saint-Paul,Centre de formation professionnelle Saint-Paul,"2, Baylis West",Rivière Saint-Paul,98010,Bonne-Espérance,M,G0G2P0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-57.70766,51.476938,Formation professionnelle,Statut,418 461-3568
,689417,CFP Saint-Joseph,Centre de formation professionnelle Saint-Joseph,"2, rue Savoy",Port-Menier,98020,L'Île-d'Anticosti,M,G0G2Y0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-64.350197,49.817583,Formation professionnelle,Statut,418 461-3568
,689418,CFP Gabriel-Dionne,Centre de formation professionnelle Gabriel-Dionne,"261, avenue de l'Église",Tête-à-la-Baleine,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G2W0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-59.323685,50.70155,Formation professionnelle,Statut,418 461-3568
,689419,CFP Netagamiou,Centre de formation professionnelle Netagamiou,"61, chemin Netagamiou",Chevery,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,G0G1G0,0,0,0,1,0,Centre de formation professionnelle,Public,,689000,Centre de services scolaire du Littoral,-59.618839,50.467455,Formation professionnelle,Statut,418 461-3568
,711002,École Lac-au-Saumon,École Lac-au-Saumon,"81, rue du Rosaire",,07057,Lac-au-Saumon,M,G0J1M0,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.348449,48.421558,Préscolaire - Primaire,Franco,418 778-3363
,711007,École St-Vianney - St-Tharcisius,École Saint-Vianney - Saint-Tharcisius,"160, avenue Centrale",,07075,Saint-Vianney,M,G0J3J0,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.411775,48.617431,Préscolaire - Primaire,Franco,418 629-3879
,711009,École Victor-Côté,École Victor-Côté,"505, avenue Saint-Jérôme",,08053,Matane,V,G4W3B8,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.530048,48.848243,Préscolaire - Primaire,Franco,418 562-2645
,711012,École Caron,École Caron,"50, rue Roy",,07047,Amqui,V,G5J1V2,1,1,0,0,0,École,Public,https://cssmm.gouv.qc.ca/caron,711000,Centre de services scolaire des Monts-et-Marées,-67.439104,48.464011,Préscolaire - Primaire,Franco,418 629-4267
,711014,École Saint-Léon-le-Grand,École Saint-Léon-le-Grand,"241, rue Gendron",,07030,Saint-Léon-le-Grand,P,G0J2W0,1,1,0,0,0,École,Public,https://www.cssmm.gouv.qc.ca/saint-leon-le-grand/,711000,Centre de services scolaire des Monts-et-Marées,-67.502804,48.382076,Préscolaire - Primaire,Franco,418 743-2828
,711019,École Bon-Pasteur,École Bon-Pasteur,"310, boulevard Dion",,08053,Matane,V,G4W3M1,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.541345,48.843129,Préscolaire - Primaire,Franco,418 562-1409
,711021,École Secondaire Armand-Saint-Onge,École Secondaire Armand-Saint-Onge,"95, avenue du Parc",,07047,Amqui,V,G5J2L8,0,0,1,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.438879,48.460665,Secondaire,Franco,418 629-2201
,711027,École Saint-Victor,École Saint-Victor,"676, chemin de la Grève",,08053,Matane,V,G4W7A7,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.448822,48.866904,Préscolaire - Primaire,Franco,418 562-1740
,711037,École Zénon-Soucy,École Zénon-Soucy,"152, avenue Saint-Rédempteur",,08053,Matane,V,G4W1K2,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.520739,48.846247,Préscolaire - Primaire,Franco,418 562-0827
,711038,École Val-Brillant,École Val-Brillant,"14, rue de la Fabrique",,07080,Val-Brillant,M,G0J3L0,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.547185,48.531689,Préscolaire - Primaire,Franco,418 742-3279
,711040,École Sainte-Ursule,École Sainte-Ursule,"123, rue Desbiens",,07047,Amqui,V,G5J3P9,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.432142,48.468524,Préscolaire - Primaire,Franco,418 629-2248
,711059,École secondaire de Matane,École secondaire de Matane,"455, avenue Saint-Rédempteur",,08053,Matane,V,G4W1K7,0,0,1,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.508886,48.842007,Secondaire,Franco,418 562-5429
,711101,École Entre-Vents-et-Marées,École Entre-Vents-et-Marées,"197, avenue Ulric-Tessier",,08073,Saint-Ulric,M,G0J3H0,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.702158,48.786642,Préscolaire - Primaire,Franco,418 737-4831
,711102,École des Grands-Horizons,École des Grands-Horizons,"207, boulevard Perron",,08023,Sainte-Félicité,M,G0J2V0,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.337127,48.900663,Préscolaire - Primaire,Franco,418 733-4276
,711103,École de Sayabec,École de Sayabec,"8, rue Keable, C.P. 250",,07085,Sayabec,M,G0J3K0,1,1,1,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.681161,48.564171,Préscolaire - Primaire - Secondaire,Franco,418 536-5431
,711104,École des Trois-Boisés,École des Trois-Boisés,"25, rue de l'Église",,07100,Saint-Noël,VL,G0J3A0,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.83561,48.585267,Préscolaire - Primaire,Franco,418 776-2639
,711105,École des Érables,École des Érables,"7, rue du Collège",,08053,Matane,V,G4W9B4,1,1,0,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.471969,48.797946,Préscolaire - Primaire,Franco,418 562-1840
,711106,École Forimont,École Forimont,"145, rue Saint-Luc",,07018,Causapscal,V,G0J1J0,1,1,1,0,0,École,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.223381,48.347595,Préscolaire - Primaire - Secondaire,Franco,418 756-3481
,711300,CEA des Monts-et-Marées,Centre d'éducation des adultes des Monts-et-Marées,"123, rue Desbiens, local 102",,07047,Amqui,V,G5J3P9,0,0,0,0,1,Centre éducation aux adultes,Public,,711000,Centre de services scolaire des Monts-et-Marées,-67.43214,48.468528,Éducation aux adultes,Franco,418 629-5404
,711460,CFPRO Matanie - Vallée & Foresterie,Centre de formation professionnelle Matanie - Vallée et Foresterie,"271, boulevard du Père-Lamarche",,08053,Matane,V,G4W0C3,0,0,0,1,0,Centre de formation professionnelle,Public,https://cfpro.ca/,711000,Centre de services scolaire des Monts-et-Marées,-67.509329,48.840783,Formation professionnelle,Franco,800 665-2367
,712001,École de l'Écho-des-Montagnes-Lavoie,École de l'Écho-des-Montagnes-Lavoie,"10, 8e Avenue Lefrançois",,10070,Saint-Fabien,P,G0L2Z0,1,1,1,0,0,École,Public,https://www.csphares.qc.ca/st-fabien/,712000,Centre de services scolaire des Phares,-68.864832,48.29506,Préscolaire - Primaire - Secondaire,Franco,418 869-2033
,712002,École de l'Estran,École de l'Estran,"399, rue La Salle",,10043,Rimouski,V,G5L3V8,1,1,0,0,0,École,Public,https://estran.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.547945,48.443085,Préscolaire - Primaire,Franco,418 724-3551
,712003,École Paul-Hubert,École Paul-Hubert,"250, boulevard Arthur-Buies Ouest",,10043,Rimouski,V,G5L7A7,0,1,1,0,0,École,Public,https://paulhubert.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.519981,48.435224,Primaire - Secondaire,Franco,418 724-3439
,712004,École Élisabeth-Turgeon,École Élisabeth-Turgeon,"10, 8e Rue Ouest",,10043,Rimouski,V,G5L5B4,1,1,0,0,0,École,Public,https://elisabethturgeon.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.514837,48.442275,Préscolaire - Primaire,Franco,418 724-3553
,712005,École du Mistral,École du Mistral,"254, avenue Ross",,09077,Mont-Joli,V,G5H3M4,0,1,1,0,0,École,Public,https://mistral.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.199342,48.582666,Primaire - Secondaire,Franco,418 775-7206
,712006,Sainte-Luce-des Bois-et-Marées,École de Sainte-Luce-des Bois-et-Marées,"53, rue Saint-Pierre Est",,09092,Sainte-Luce,M,G0K1P0,1,1,1,0,0,École,Public,https://steluceboisetmarees.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.345453,48.528996,Préscolaire - Primaire - Secondaire,Franco,418 739-4214
,712007,École du Grand-Pavois,École du Grand-Pavois,"130, rue Côté",,10043,Rimouski,V,G5L2Y2,1,1,0,0,0,École,Public,https://grandpavois.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.515467,48.459637,Préscolaire - Primaire,Franco,418 724-3555
,712008,École Langevin-Saint-Jean,École Langevin-Saint-Jean,"105, rue Saint-Jean-Baptiste Ouest",,10043,Rimouski,V,G5L4J2,0,1,1,0,0,École,Public,https://langevin.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.526797,48.445875,Primaire - Secondaire,Franco,418 724-3384
,712009,École de l'Aquarelle,École de l'Aquarelle,"247, rue Saint-Laurent Ouest",,10043,Rimouski,V,G5L4P8,1,1,0,0,0,École,Public,https://aquarelle.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.530179,48.440232,Préscolaire - Primaire,Franco,418 724-3556
,712011,École de la Colombe,École de la Colombe,"15, rue des Érables",,10005,Esprit-Saint,M,G0K1A0,1,1,0,0,0,École,Public,https://boijolicolombe.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.56222,48.067759,Préscolaire - Primaire,Franco,418 779-2262
,712014,École des Sources-Lévesque,École des Sources-Lévesque,"20, rue Banville",,10030,Saint-Anaclet-de-Lessard,P,G0K1H0,1,1,0,0,0,École,Public,https://sourceslevesque.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.422626,48.476275,Préscolaire - Primaire,Franco,418 724-3560
,712015,École de Mont-Saint-Louis-Saint-Rosaire,École de Mont-Saint-Louis-Saint-Rosaire,"136, rue de la Grotte",,10043,Rimouski,V,G0L1B0,1,1,1,0,0,École,Public,https://montstlouisstrosaire.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.707617,48.370368,Préscolaire - Primaire - Secondaire,Franco,418 736-4965
,712016,École du Boisé-des-Prés,École du Boisé-des-Prés,"512, avenue Léonidas Sud",,10043,Rimouski,V,G5M0T8,1,1,0,0,0,École,Public,https://boise-des-pres.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.492165,48.446973,Préscolaire - Primaire,Franco,418 723-6000
,712017,École Grand Défi,École Grand Défi,"1632, rue Lindsay",,09077,Mont-Joli,V,G5H3A6,0,0,1,0,0,École,Public,https://www.csphares.qc.ca/programme-pii-et-grand-defi/,712000,Centre de services scolaire des Phares,-68.188206,48.584403,Secondaire,Franco,418 722-9057
,712019,École de la Rose-des-Vents,École de la Rose-des-Vents,"355, avenue de la Jeunesse",,10043,Rimouski,V,G5M1J2,1,1,0,0,0,École,Public,https://rosedesvents.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.46032,48.507544,Préscolaire - Primaire,Franco,418 724-3563
,712020,École des Merisiers,École des Merisiers,"658, route des Pionniers",,10043,Rimouski,V,G5N5P1,1,1,1,0,0,École,Public,https://merisiers.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.460601,48.361066,Préscolaire - Primaire - Secondaire,Franco,418 735-2115
,712021,École des Beaux-Séjours,École des Beaux-Séjours,"514, rue Tessier",,10043,Rimouski,V,G5L4L9,1,1,0,0,0,École,Public,https://beauxsejours.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.544694,48.43067,Préscolaire - Primaire,Franco,418 724-3564
,712022,École du Rocher-D'Auteuil,École du Rocher-D'Auteuil,"845, rue Saint-Arsène",,10043,Rimouski,V,G5L3X4,1,1,0,0,0,École,Public,https://rocherdauteuil.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.589025,48.426577,Préscolaire - Primaire,Franco,418 724-3566
,712025,École Boijoli,École Boijoli,"37, rue de la Montagne",,10015,Saint-Narcisse-de-Rimouski,P,G0K1S0,1,1,1,0,0,École,Public,https://boijolicolombe.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.435501,48.286505,Préscolaire - Primaire - Secondaire,Franco,418 735-2149
,712030,École des Alizés,École des Alizés,"45, avenue de la Grotte",,09077,Mont-Joli,V,G5H1W4,1,1,0,0,0,École,Public,https://alizes.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.18609,48.587334,Préscolaire - Primaire,Franco,418 775-3383
,712031,École Norjoli,École Norjoli,"70, avenue Beaupré",,09077,Mont-Joli,V,G5H1C7,1,1,0,0,0,École,Public,https://norjoli.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.195066,48.59302,Préscolaire - Primaire,Franco,418 775-5265
,712032,École des Cheminots,École des Cheminots,"20, rue Saint-Camille",,09065,Price,VL,G0J1Z0,1,1,0,0,0,École,Public,https://cheminots.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.123998,48.601103,Préscolaire - Primaire,Franco,418 775-4486
,712034,École du Portage,École du Portage,"530, boulevard de la Vallée",,09035,Sainte-Angèle-de-Mérici,M,G0J2H0,1,1,0,0,0,École,Public,https://portage.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.08501,48.525398,Préscolaire - Primaire,Franco,418 775-5500
,712036,École des Hauts-Plateaux,École des Hauts-Plateaux,"105, rue Plourde",,09025,Saint-Gabriel-de-Rimouski,M,G0K1M0,1,1,1,0,0,École,Public,https://hautsplateaux.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.175426,48.423088,Préscolaire - Primaire - Secondaire,Franco,418 798-4951
,712335,Centre d'éducation des adultes,Centre d'éducation des adultes des Phares,"424, avenue Ross",,10043,Rimouski,V,G5L6J2,0,0,0,0,1,Centre éducation aux adultes,Public,https://cea.cssphares.gouv.qc.ca/,712000,Centre de services scolaire des Phares,-68.523943,48.432579,Éducation aux adultes,Franco,418 722-4922
,712405,CFP de Mont-Joli-Mitis,Centre de formation professionnelle de Mont-Joli-Mitis,"1414, rue des Érables",,09077,Mont-Joli,V,G5H4A8,0,0,0,1,0,Centre de formation professionnelle,Public,https://jesuispro.com/,712000,Centre de services scolaire des Phares,-68.200239,48.584425,Formation professionnelle,Franco,418 775-7577
,712442,CFRN-Formation professionnelle,Centre de formation professionnelle de Rimouski-Neigette,"424, avenue Ross",Case postale 3424,10043,Rimouski,V,G5L6J2,0,0,0,1,0,Centre de formation professionnelle,Public,https://jesuispro.com/,712000,Centre de services scolaire des Phares,-68.523943,48.432579,Formation professionnelle,Franco,418 722-4922
,713001,École Litalien,École Litalien,"286, rue Langlais",,11040,Trois-Pistoles,V,G0L4K0,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-69.172684,48.12538,Préscolaire - Primaire - Secondaire,Franco,418 863-7713
,713002,École Gérard-Collin,École Gérard-Collin,"33, rue du Vieux-Chemin",,13073,Témiscouata-sur-le-Lac,V,G0L1E0,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-68.882785,47.680524,Préscolaire - Primaire - Secondaire,Franco,418 854-2217
,713004,École du Jall,École du Jall,"775, rue du Clocher",,13045,Auclair,M,G0L1A0,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-68.641664,47.727503,Préscolaire - Primaire - Secondaire,Franco,418 854-6408
,713005,École Chanoine-Côté,École Chanoine-Côté,"305, rue du Chanoine-Côté",,11040,Trois-Pistoles,V,G0L4K0,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-69.183207,48.121049,Préscolaire - Primaire - Secondaire,Franco,418 863-7708
,713006,École primaire de Dégelis,École primaire de Dégelis,"383, avenue Principale",,13005,Dégelis,V,G5T1L3,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-68.646281,47.549461,Préscolaire - Primaire - Secondaire,Franco,418 854-2743
,713007,École des Jolis-Vents,École des Jolis-Vents,"207, rue Principale",,12005,Saint-Cyprien,M,G0L2P0,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-69.016194,47.893025,Préscolaire - Primaire - Secondaire,Franco,418 863-7717
,713009,École de Saint-Jean-de-Dieu,École de Saint-Jean-de-Dieu,"3, rue Sainte-Marie",,11010,Saint-Jean-de-Dieu,M,G0L3M0,1,1,1,0,0,École,Public,,713000,Centre de services scolaire du Fleuve-et-des-Lacs,-69.043791,48.008292,Préscolaire - Primaire - Secondaire,Franco,418 863-7714
